"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000160180",3189.5752204231,8.53390060012042,0.628827732373474,13.5711263367945,5.94021454738441e-42,1.1280467425483e-37
"ENSG00000176532",488.865099627557,5.03808877185659,0.398903867320016,12.6298318582478,1.44586858352509e-36,1.37285222005708e-32
"ENSG00000206113",120.577870513422,4.16333878667964,0.337144715755471,12.348818154692,4.94322597512927e-35,3.12906204225683e-31
"ENSG00000204434",2649.69922237426,7.57993255542796,0.659064699897051,11.5010446722636,1.30328376419723e-30,6.18733967052636e-27
"ENSG00000213130",56.6029443258163,-6.13169958221565,0.548036742748909,-11.1884826397944,4.64311168406103e-29,1.76345381760638e-25
"ENSG00000074410",12559.2397188032,5.73716434830193,0.519855544210031,11.0360741790685,2.55974280485205e-28,7.01605553265569e-25
"ENSG00000171428",1858.23450532237,5.72297775192271,0.518613544074424,11.0351490378767,2.58622373504949e-28,7.01605553265569e-25
"ENSG00000057593",1278.57271962049,7.154571454202,0.653442269552502,10.949049040096,6.71488589493411e-28,1.59394603930998e-24
"ENSG00000109436",3555.37054120683,3.65620948720604,0.343186061723408,10.6537237230595,1.67526722725865e-26,3.53481384951576e-23
"ENSG00000167861",15265.8281121309,2.99719566816448,0.283439127065731,10.5743892848972,3.91721225140467e-26,7.43878606541746e-23
"ENSG00000115648",16215.7983140327,4.57753836062275,0.444231812779695,10.3043911510517,6.73165817353597e-25,1.16212898832225e-21
"ENSG00000169083",4134.77621504686,4.10658821908619,0.406778103131043,10.0954013686505,5.78937512387293e-24,9.16168613352891e-21
"ENSG00000115255",2694.11499644275,5.08390656837086,0.512734985058712,9.91527146872709,3.57283858348763e-23,5.21909266926386e-20
"ENSG00000166426",1650.65167986883,-7.23399612510603,0.752656050243298,-9.61129073866824,7.16451623266548e-22,9.71815451845124e-19
"ENSG00000003989",3994.09989227098,5.49234708537247,0.575097887435522,9.55028214390416,1.29343549217839e-21,1.63748933309784e-18
"ENSG00000117472",1072.4955772273,4.74567338407876,0.500997481098037,9.47244958932261,2.73356673170461e-21,3.24440201469191e-18
"ENSG00000148143",1894.18088328976,-2.75110835579296,0.296262550557541,-9.28604830619195,1.6012306149321e-20,1.69509995785246e-17
"ENSG00000170469",236.988773553841,3.14352976303675,0.338535106604377,9.28568323258238,1.60672981786963e-20,1.69509995785246e-17
"ENSG00000101222",184.783065535177,3.44939641797961,0.372845813948931,9.25153585994685,2.21289727368236e-20,2.21173259090673e-17
"ENSG00000151025",155.85610304871,-4.63495541602191,0.506880084715876,-9.1440866504352,6.01358580955292e-20,5.70989972617049e-17
"ENSG00000249992",759.429695789802,-4.74741744712989,0.523118511402514,-9.07522357486789,1.13444356697285e-19,1.02586111127688e-16
"ENSG00000117480",2917.12905848839,2.10857786702856,0.232523240365925,9.06824566744495,1.20948608799071e-19,1.04400640049744e-16
"ENSG00000110171",2970.65330834212,2.77158978907057,0.307360617102212,9.01738750787609,1.92628040616346e-19,1.59043760491496e-16
"ENSG00000187244",18404.8749408186,2.25924354179519,0.251042497615831,8.99944656084682,2.26858365457342e-19,1.79501681668122e-16
"ENSG00000150667",756.255130656784,6.43662458331123,0.716836340063293,8.97921076761106,2.72715906944903e-19,2.07155002915348e-16
"ENSG00000101210",4631.41991174,5.35194271692719,0.598184624787992,8.94697472176592,3.65357892136736e-19,2.66851783526023e-16
"ENSG00000130513",1028.70329192679,5.50663972779055,0.619645370682683,8.88676005393812,6.29166831782361e-19,4.42514005020261e-16
"ENSG00000175356",8354.5946161584,5.74176029818133,0.648675785754556,8.85151014462853,8.63429237478871e-19,5.85590043561563e-16
"ENSG00000006071",2442.39721021704,4.34765571205192,0.494152842323301,8.79820035358098,1.39027659853959e-18,9.10391469181612e-16
"ENSG00000158258",2342.68291036438,4.32215946640849,0.4982161351492,8.67526995109089,4.1257061709686e-18,2.61157200622313e-15
"ENSG00000054598",5393.61397940292,-4.19026935019866,0.484375150848021,-8.65087596434818,5.11056244280945e-18,3.13063163835327e-15
"ENSG00000232400",179.483799733533,6.4766089289772,0.750050726413618,8.634894548993,5.87812364417527e-18,3.48829900009026e-15
"ENSG00000092068",4569.05864032365,4.00973218046657,0.467731741737989,8.572717698327,1.01071049336412e-17,5.81617947544991e-15
"ENSG00000100219",25934.693903626,3.55411940993653,0.418361984884782,8.495321129417,1.97386412079877e-17,1.1024611662932e-14
"ENSG00000214313",120.546137166351,4.20090296410474,0.494797948663785,8.49013819772171,2.0639152065508e-17,1.11982142206856e-14
"ENSG00000154277",1523.89532338734,-4.64441927635162,0.547857666808927,-8.47741951555354,2.30243532632704e-17,1.21453463463751e-14
"ENSG00000276644",350.528652487859,3.66814840512086,0.433895612857609,8.45398823224478,2.81517704780982e-17,1.44487059832185e-14
"ENSG00000157827",1742.89954222717,-2.20557529501893,0.261481570423959,-8.43491681437768,3.31438466044118e-17,1.656320123731e-14
"ENSG00000187720",2763.48066481569,3.64371122213654,0.433882188438126,8.397927638498,4.54427071964362e-17,2.21271028118032e-14
"ENSG00000135374",1197.87163588531,-3.50538419726696,0.419161141151289,-8.36285584021194,6.12180000440877e-17,2.90632455209306e-14
"ENSG00000174607",321.341149862022,-3.15731770660964,0.377883575757601,-8.35526577274411,6.52855549433391e-17,3.02383582530246e-14
"ENSG00000114547",337.740857580172,-5.10908770688866,0.617387944609746,-8.2753279384458,1.28102558032235e-16,5.77635161473927e-14
"ENSG00000135069",900.905774682257,-4.90253605660924,0.59260562613106,-8.27284764172151,1.3079679801674e-16,5.77635161473927e-14
"ENSG00000249661",402.798254132479,3.93432129635187,0.47726652373434,8.24344700644001,1.67319047154439e-16,7.22133796696089e-14
"ENSG00000102243",398.400290847687,-5.52853623109689,0.67123721968543,-8.23633742134828,1.77562696780383e-16,7.49314580413218e-14
"ENSG00000186897",309.55082784072,-6.31108765396704,0.773152940382134,-8.16279331596121,3.27364391981471e-16,1.35144560950612e-13
"ENSG00000135638",138.283514753633,5.47770411593764,0.672804296099726,8.14160097920318,3.90085003176594e-16,1.57610940645181e-13
"ENSG00000187266",1289.43284512833,3.14996374000055,0.388609710885577,8.10572574942171,5.24315926658818e-16,2.07432488484395e-13
"ENSG00000082175",1789.0627396842,5.86706625158279,0.726564241362157,8.07508258400283,6.74309929019278e-16,2.61329501062777e-13
"ENSG00000180777",3126.59014705691,4.94382266934863,0.612428190659191,8.07249363231844,6.88767652936908e-16,2.61593954585438e-13
"ENSG00000203697",2554.95047512947,4.83960426514957,0.599920744849832,8.06707270368019,7.20036756407335e-16,2.68107804003437e-13
"ENSG00000168350",3056.87071919285,4.82064530263134,0.599891652211025,8.03585995048249,9.29248368423913e-16,3.3935435608404e-13
"ENSG00000173467",989.600909589837,6.52786561167401,0.81371937523656,8.02225657927374,1.03819996075551e-15,3.71989004806548e-13
"ENSG00000095321",5103.73566655554,3.24683129738762,0.405300523337709,8.01092303224651,1.13850687746854e-15,4.00374918576436e-13
"ENSG00000091831",2762.71369660635,4.80765119425163,0.604178302193293,7.9573383830549,1.75779500011293e-15,6.06918673675357e-13
"ENSG00000126010",156.363378586033,5.93180733897052,0.746216350189435,7.94917899810781,1.87751607010891e-15,6.36679110203002e-13
"ENSG00000065371",214.838441779815,-6.0516440638088,0.761748486181336,-7.94441232715255,1.95113567623226e-15,6.50036254239483e-13
"ENSG00000197191",210.339735361761,3.38603489748696,0.42666297411467,7.93608797321357,2.08658036940201e-15,6.83175193361107e-13
"ENSG00000109501",4287.64814641448,2.24716196165207,0.284793095784675,7.89050716085863,3.00960945772089e-15,9.55287518150773e-13
"ENSG00000285043",967.952560699966,2.28247137214003,0.289281189504543,7.89014790781684,3.01828599731682e-15,9.55287518150773e-13
"ENSG00000115596",704.671280680573,-5.46252515952351,0.701187955080085,-7.79038647191197,6.68045412896139e-15,2.05696226621168e-12
"ENSG00000183206",1098.67627823537,5.66538480062874,0.727289813626895,7.78972109120605,6.71572725145466e-15,2.05696226621168e-12
"ENSG00000113763",705.79775359409,4.65851966321565,0.602286813745463,7.73471966660791,1.03631200182174e-14,3.1237404626341e-12
"ENSG00000162482",580.735647494039,3.25698506160978,0.423346608198388,7.69342424986078,1.43248530895215e-14,4.25045250265645e-12
"ENSG00000119636",500.406858906237,1.77937999943283,0.231833273807718,7.67525718033318,1.65087096448669e-14,4.82308301778496e-12
"ENSG00000172425",140.197078718895,4.10342654063424,0.537239006268318,7.63799071317772,2.2063777144074e-14,6.34835042372674e-12
"ENSG00000090539",4324.56959319914,3.69420815520938,0.488676062501207,7.55962576988362,4.04230666673074e-14,1.1457224418092e-11
"ENSG00000187486",1596.89906314567,3.24031557299541,0.429608648501269,7.54248217371686,4.61109166508928e-14,1.28771515764773e-11
"ENSG00000251252",176.86674287073,4.90322702324498,0.652279861258351,7.51706025966504,5.60216005996272e-14,1.54181187737235e-11
"ENSG00000143578",3132.40872603041,1.87418049735118,0.251158511747638,7.4621420723911,8.5127020993915e-14,2.30937446953492e-11
"ENSG00000120262",665.829591097743,2.96174817736709,0.400579091312205,7.39366642343983,1.428344778444e-13,3.76725935314605e-11
"ENSG00000214530",6000.85900779938,2.08859547561028,0.28243784911258,7.39488521872211,1.41530475157915e-13,3.76725935314605e-11
"ENSG00000184709",970.151216631706,4.23296940400967,0.572939755301808,7.38815794302816,1.48876839324536e-13,3.87283723119582e-11
"ENSG00000163873",880.690411306744,5.33881935706652,0.722880884164414,7.38547591175789,1.51909038335438e-13,3.89831437566212e-11
"ENSG00000167964",1709.31930088955,2.93735658556577,0.398147387305963,7.37756087121704,1.61215670765242e-13,4.08198078377593e-11
"ENSG00000285526",164.077702795195,-4.83777830881787,0.656545130819152,-7.36853885852739,1.72508252482062e-13,4.31043646662416e-11
"ENSG00000249064",23.6433868831504,3.67779871865319,0.499809824668525,7.35839620818242,1.86132895749934e-13,4.59047232505356e-11
"ENSG00000143412",1293.49147145026,2.95046275369822,0.403941775277385,7.3041783105304,2.78966230882298e-13,6.7917547749421e-11
"ENSG00000154198",498.178486313186,6.04728811336043,0.8298857791897,7.28689208202242,3.17186773745965e-13,7.52922104179484e-11
"ENSG00000162543",242.286596188488,3.41092546455691,0.468032189631602,7.2878010105282,3.1505483265564e-13,7.52922104179484e-11
"ENSG00000132554",161.038931181303,3.27733990136074,0.450570355609346,7.27375838325738,3.49621092960316e-13,8.19667229051407e-11
"ENSG00000196405",22114.2994446178,2.85244954258884,0.392922859091525,7.25956629040105,3.883334436848e-13,8.99323426289556e-11
"ENSG00000189001",219.865286185694,-5.94875957616891,0.82114017358317,-7.24451167723361,4.34000020513038e-13,9.92971131270192e-11
"ENSG00000164403",19723.7618290545,4.52188893136706,0.625259545251282,7.23201903227209,4.75865488175817e-13,1.07579590719747e-10
"ENSG00000268104",489.891169445056,-3.70522091724534,0.513149546775549,-7.22054796799031,5.17785011510304e-13,1.15679263159773e-10
"ENSG00000135773",104.992738086079,2.87577195650487,0.399187821593402,7.20405734079239,5.84467684269948e-13,1.29058620049841e-10
"ENSG00000269516",1139.00747514442,5.15937351398068,0.717645992476378,7.18930164464132,6.5123554483668e-13,1.42148999959179e-10
"ENSG00000124249",768.693686664986,5.09597462738922,0.709086096507315,7.18667966060825,6.63859178712804e-13,1.43257793224502e-10
"ENSG00000124664",8766.35255010882,4.18714665253794,0.582938344298058,7.1828293566447,6.82833080669182e-13,1.4569663148211e-10
"ENSG00000106541",1813.34418744718,5.38935606109308,0.751154545528419,7.17476329361995,7.24323972344073e-13,1.52832358164599e-10
"ENSG00000188001",829.883625789022,3.7249471770137,0.519296678696631,7.17306181576752,7.33387173425127e-13,1.5304420245432e-10
"ENSG00000256612",520.440648140971,7.0675817896551,0.986494501247512,7.16433977150151,7.81623268078685e-13,1.61337237617546e-10
"ENSG00000113924",155.963563900499,4.21145670765595,0.590000249449159,7.13805919842895,9.46578674199347e-13,1.93285258312318e-10
"ENSG00000119787",3577.2337583385,-1.68009347390154,0.235428315445411,-7.13632712667947,9.58577287935691e-13,1.93653007424455e-10
"ENSG00000099840",477.516317933356,2.2702164214478,0.31880698067942,7.1209746305105,1.07166518449624e-12,2.12187592074935e-10
"ENSG00000146281",929.952457862127,-1.55744357586133,0.218716104612342,-7.12084543852763,1.07267029169004e-12,2.12187592074935e-10
"ENSG00000230882",673.203643662293,2.73418528994603,0.385717059080521,7.08857756113724,1.35497435139377e-12,2.65267659102759e-10
"ENSG00000170743",157.760952596276,5.00743465669651,0.706830165084344,7.08435336245021,1.39695041613036e-12,2.70694779615465e-10
"ENSG00000237378",69.9652159774114,-5.07750492289838,0.717308042359448,-7.07855568745179,1.45664590624519e-12,2.7941116928885e-10
"ENSG00000143401",2654.89614622467,-2.35359848712684,0.332797114831951,-7.07217215003595,1.52527030703817e-12,2.89648831306548e-10
"ENSG00000136883",4439.28548120566,3.04751021601949,0.431895380640038,7.05613061085141,1.71202916057498e-12,3.18739546659989e-10
